2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	-2.3305801732931286E-12	1.1368683772161603E-13	6.252776074688882E-13	0.0	-1.4210854715202004E-14	2.2737367544323206E-13	-2.2737367544323206E-13	0.0	-1.1368683772161603E-13	0.0
4	-8.36735125631094E-11	-4.547473508864641E-13	-9.094947017729282E-13	2.8421709430404007E-13	-5.115907697472721E-13	0.0	3.410605131648481E-13	3.183231456205249E-12	-9.094947017729282E-13	9.094947017729282E-13
5	1.0913936421275139E-11	-2.9103830456733704E-11	2.9103830456733704E-11	5.4569682106375694E-12	7.275957614183426E-12	-4.001776687800884E-11	0.0	-1.0913936421275139E-11	1.4551915228366852E-11	-2.9103830456733704E-11
6	-1.1641532182693481E-10	1.6370904631912708E-10	-1.1641532182693481E-10	-6.984919309616089E-10	1.964508555829525E-10	-1.1641532182693481E-10	1.3278622645884752E-10	-3.259629011154175E-9	-1.8917489796876907E-10	-5.238689482212067E-10
7	-9.313225746154785E-10	1.210719347000122E-8	3.725290298461914E-9	1.5832483768463135E-7	1.3969838619232178E-9	4.6566128730773926E-10	-2.7939677238464355E-8	3.725290298461914E-9	-2.7939677238464355E-9	7.450580596923828E-9
8	5.9604644775390625E-8	-7.450580596923828E-8	4.544854164123535E-7	1.817941665649414E-6	-1.3470649719238281E-5	2.2351741790771484E-8	5.960464477539062E-7	-5.178153514862061E-7	-5.9604644775390625E-8	0.0
9	-4.291534423828125E-6	8.344650268554688E-7	5.364418029785156E-7	3.7550926208496094E-6	-9.5367431640625E-7	-3.039836883544922E-6	2.765655517578125E-5	-3.814697265625E-6	1.3327598571777344E-4	-6.67572021484375E-6
10	-1.9073486328125E-5	-2.0599365234375E-4	-2.498626708984375E-4	2.6702880859375E-5	2.574920654296875E-5	-2.17437744140625E-4	3.0517578125E-5	-5.817413330078125E-5	-6.866455078125E-5	-4.9591064453125E-5

